sample_id,state,latitude,longitude,rainfall_mm,rainfall_24h,rainfall_7d,soil_moisture,slope_degree,elevation_m,distance_to_fault_km,historical_events_count,distance_to_drainage_m,probability,landslide_occurred
NER_01318,Sikkim,28.08974,88.73972,32.46,53.43,474.88,98.0,46.54,2432.7,3.68,5,127.4,0.9982,1
NER_01319,Arunachal Pradesh,27.84465,93.34829,42.49,112.91,429.32,95.74,30.39,2576.5,24.36,0,63.2,0.9704,1
NER_01320,Sikkim,27.48956,88.56466,0.17,14.35,23.78,20.13,19.27,2546.1,4.4,8,90.8,0.0158,0
NER_01321,Tripura (Jampui Hills),23.80699,92.20783,44.51,129.54,520.77,98.0,29.75,588.5,7.69,1,130.1,0.9972,1
NER_01322,Meghalaya,25.46986,90.5276,17.53,134.97,613.73,98.0,37.77,989.6,7.95,0,330.2,0.999,1
NER_01323,Sikkim,27.87157,88.15,1.12,24.66,9.84,36.05,36.92,1738.1,16.69,0,46.9,0.0071,0
NER_01324,Nagaland,26.19518,95.01329,30.6,64.82,345.15,87.13,22.44,1998.3,2.52,3,111.0,0.9036,1
NER_01325,Sikkim,27.36287,88.27461,3.33,24.87,33.2,50.29,42.51,1735.1,7.72,2,75.9,0.0802,1
NER_01326,Tripura (Jampui Hills),24.2883,92.34912,33.61,148.24,569.49,98.0,25.95,680.9,9.11,2,356.5,0.9985,1
NER_01327,Arunachal Pradesh,27.66221,92.08255,0.41,7.35,26.93,46.64,40.67,2564.1,13.97,5,273.4,0.0573,0
NER_01328,Sikkim,27.71899,88.47774,4.52,98.78,438.35,98.0,49.59,2631.1,13.02,0,249.3,0.9946,1
NER_01329,Nagaland,25.74543,95.14096,6.55,13.97,55.75,33.1,43.2,1895.7,0.35,1,273.6,0.0258,0
NER_01330,Sikkim,27.41561,88.70866,11.76,224.8,600.45,98.0,43.59,2451.8,3.38,1,514.4,0.9997,1
NER_01331,Mizoram,22.46018,92.96224,19.26,136.77,474.9,97.45,26.33,969.1,0.24,1,163.7,0.9964,1
NER_01332,Assam (Barak/Dima Hasao),25.25676,92.63494,1.75,7.19,43.72,25.82,26.93,490.4,2.04,0,443.6,0.0018,0
NER_01333,Sikkim,27.00366,88.22422,1.15,5.92,46.73,53.95,42.0,2383.9,0.77,3,662.3,0.0605,0
NER_01334,Assam (Barak/Dima Hasao),25.88136,93.2505,18.18,53.47,346.47,84.65,17.51,665.0,3.4,0,281.1,0.5224,0
NER_01335,Arunachal Pradesh,26.80421,92.19394,2.91,13.23,38.2,40.98,34.46,2136.4,7.64,1,14.1,0.0154,0
NER_01336,Tripura (Jampui Hills),23.80726,92.08297,7.94,182.25,541.77,98.0,19.85,652.6,3.53,0,144.2,0.9985,1
NER_01337,Tripura (Jampui Hills),23.61908,92.14835,23.25,23.25,157.36,67.12,12.57,150.0,4.92,0,470.0,0.0166,0
NER_01338,Assam (Barak/Dima Hasao),24.9164,93.60252,23.42,23.42,266.92,73.6,25.12,638.2,8.27,4,983.1,0.2581,1
NER_01339,Meghalaya,25.41736,90.32226,5.53,7.84,7.33,34.3,26.27,1328.9,2.69,1,50.8,0.0043,0
NER_01340,Mizoram,24.30911,93.07473,17.5,110.59,355.86,91.7,13.8,1278.9,5.74,0,207.8,0.8591,1
NER_01341,Tripura (Jampui Hills),24.24231,92.36011,2.06,3.41,36.28,33.16,12.28,263.4,21.52,8,63.6,0.0068,0
NER_01342,Nagaland,26.949,93.94876,32.6,139.67,385.53,87.11,30.03,1095.9,12.5,2,29.7,0.9904,1
NER_01343,Mizoram,24.06492,93.02051,22.66,79.69,402.43,92.77,27.83,1350.8,0.71,1,272.3,0.9573,1
NER_01344,Tripura (Jampui Hills),24.08284,92.06282,7.56,8.71,31.19,45.97,9.22,150.0,13.89,4,99.6,0.0038,0
NER_01345,Sikkim,27.19707,88.06431,30.03,31.65,123.59,54.26,31.11,2186.5,6.19,2,271.6,0.0858,0
NER_01346,Tripura (Jampui Hills),24.39871,92.07727,37.25,37.25,186.89,59.88,33.42,302.0,6.03,4,76.2,0.4481,1
NER_01347,Assam (Barak/Dima Hasao),26.17486,92.64674,32.64,135.68,514.6,98.0,30.87,865.8,0.24,1,104.5,0.9984,1
NER_01348,Tripura (Jampui Hills),24.33429,91.84787,40.17,221.31,686.04,98.0,27.68,477.8,0.2,3,334.7,0.9997,1
NER_01349,Tripura (Jampui Hills),24.07709,92.02224,2.24,2.24,49.74,37.66,16.03,1076.3,20.68,1,62.4,0.0012,0
NER_01350,Tripura (Jampui Hills),24.46118,91.80713,6.23,144.53,528.8,98.0,34.33,780.4,1.08,1,342.7,0.9989,1
NER_01351,Manipur,25.42038,94.77257,28.29,28.29,297.29,83.57,23.42,1639.6,3.03,0,321.4,0.3447,0
NER_01352,Sikkim,27.31175,88.0549,1.65,19.88,31.86,46.51,21.08,2381.9,4.94,1,590.5,0.0043,0
NER_01353,Tripura (Jampui Hills),23.57887,92.21412,30.86,173.47,485.45,98.0,24.68,150.0,6.72,0,69.3,0.9978,1
NER_01354,Assam (Barak/Dima Hasao),24.92649,93.38602,20.92,146.58,432.22,97.48,20.53,1321.7,0.72,0,121.9,0.991,1
NER_01355,Mizoram,22.92151,93.01461,24.36,207.43,482.55,98.0,25.68,1406.9,5.68,0,166.5,0.9991,1
NER_01356,Assam (Barak/Dima Hasao),25.3738,92.98036,7.15,17.07,4.59,41.82,24.02,999.7,0.69,3,74.1,0.0139,0
NER_01357,Arunachal Pradesh,28.40382,92.72843,5.35,24.08,2.25,39.14,25.79,2437.0,20.11,1,77.2,0.0035,0
NER_01358,Mizoram,21.92151,92.37125,30.03,167.2,401.18,87.25,21.75,1402.5,21.7,1,27.0,0.9836,1
NER_01359,Sikkim,27.63288,88.51762,0.03,15.67,41.52,26.08,32.26,2649.3,2.41,2,623.6,0.0056,0
NER_01360,Nagaland,26.88927,94.26738,41.68,202.07,379.97,80.52,37.93,1577.5,11.23,1,483.9,0.9971,1
NER_01361,Tripura (Jampui Hills),23.62329,91.95953,38.77,38.77,241.46,72.92,24.25,1141.2,4.42,1,205.2,0.2874,0
NER_01362,Mizoram,22.69317,92.44992,13.79,183.17,645.98,98.0,44.25,713.6,0.54,1,198.7,0.9997,1
NER_01363,Assam (Barak/Dima Hasao),25.19755,93.16485,4.1,23.55,20.95,42.29,30.82,776.6,2.12,0,10.0,0.0125,0
NER_01364,Sikkim,27.20492,88.11494,4.26,4.26,52.19,41.39,42.72,2432.9,1.46,0,75.9,0.0239,0
NER_01365,Arunachal Pradesh,27.85063,92.3037,13.4,173.43,248.3,72.52,41.15,2921.7,0.2,2,170.7,0.9928,1
NER_01366,Meghalaya,25.15355,91.24816,40.98,119.76,414.09,93.17,63.25,1264.0,8.05,0,347.2,0.9986,1
NER_01367,Assam (Barak/Dima Hasao),26.17615,93.71177,16.05,47.43,207.76,75.48,18.56,628.1,1.56,0,171.3,0.1824,0
NER_01368,Assam (Barak/Dima Hasao),24.93955,93.247,26.31,26.31,61.71,51.47,15.74,672.5,2.92,1,26.1,0.0118,0
NER_01369,Manipur,23.90657,94.67394,2.88,18.04,4.2,34.32,28.42,1000.0,3.27,3,124.0,0.0118,0
NER_01370,Sikkim,27.01097,88.41836,3.69,24.14,1.56,41.54,36.24,2139.5,0.81,0,101.4,0.0155,0
NER_01371,Sikkim,27.71978,88.1545,9.55,32.0,237.43,80.08,43.06,2349.9,13.41,1,339.9,0.5673,1
NER_01372,Nagaland,26.53827,94.80546,14.98,16.41,161.99,64.42,46.12,1694.0,1.46,3,833.9,0.32,1
NER_01373,Manipur,25.3676,94.36724,13.38,18.46,202.51,62.15,23.77,1777.3,18.61,0,38.9,0.0385,0
NER_01374,Sikkim,27.64168,88.27458,20.72,56.09,374.79,81.97,30.09,2517.9,5.15,0,239.9,0.789,1
NER_01375,Manipur,24.69362,93.14203,21.03,228.3,630.53,98.0,11.76,1258.4,10.19,0,882.3,0.9988,1
NER_01376,Meghalaya,25.19567,91.80224,39.27,213.19,690.2,98.0,30.91,1008.8,6.97,3,46.8,0.9997,1
NER_01377,Assam (Barak/Dima Hasao),25.15742,93.2784,28.23,28.23,62.58,51.04,29.03,150.0,5.77,1,60.2,0.0313,0
NER_01378,Mizoram,23.03964,92.98882,0.35,3.27,26.23,34.13,36.44,2284.9,0.93,0,86.2,0.0076,0
NER_01379,Mizoram,22.9219,93.35434,52.38,113.34,345.41,79.74,26.36,665.4,12.31,5,81.6,0.979,1
NER_01380,Meghalaya,25.3016,92.69639,28.06,52.46,417.03,97.67,25.91,1571.3,1.66,2,10.0,0.9605,1
NER_01381,Arunachal Pradesh,26.50447,92.74882,14.68,175.72,387.21,93.2,40.09,2628.5,0.2,1,71.5,0.9991,1
NER_01382,Sikkim,27.00369,88.46898,6.89,145.42,560.56,98.0,39.32,1685.0,0.75,0,130.3,0.9994,1
NER_01383,Mizoram,22.26105,92.79337,3.11,18.5,37.07,38.96,23.89,1802.5,6.98,1,371.1,0.0044,0
NER_01384,Nagaland,26.17799,94.90103,24.14,24.14,64.52,57.59,29.01,2183.0,19.24,1,2000.0,0.0022,0
NER_01385,Nagaland,26.43173,93.77318,37.09,213.54,386.79,86.9,37.98,1622.5,14.42,5,21.5,0.9997,1
NER_01386,Manipur,25.24254,94.73313,14.68,96.68,272.45,90.2,25.06,710.7,1.68,0,470.7,0.8044,1
NER_01387,Sikkim,27.49113,88.33756,7.06,114.36,466.62,97.25,27.18,1955.8,2.67,4,79.8,0.9976,1
NER_01388,Sikkim,27.89112,88.63571,53.31,149.2,524.38,98.0,35.79,2029.9,5.66,4,264.3,0.9996,1
NER_01389,Assam (Barak/Dima Hasao),24.99703,93.24323,12.21,220.37,537.1,98.0,20.57,749.2,2.43,0,36.5,0.9996,1
NER_01390,Tripura (Jampui Hills),23.5174,91.9768,51.73,138.51,477.49,98.0,40.47,696.1,11.81,5,200.6,0.9996,1
NER_01391,Arunachal Pradesh,27.53785,91.60739,3.25,27.46,249.37,80.45,32.39,1871.7,0.97,0,156.2,0.4485,0
NER_01392,Tripura (Jampui Hills),23.58667,91.85384,0.72,15.68,4.12,21.03,25.9,1232.2,1.79,4,209.7,0.0061,0
NER_01393,Arunachal Pradesh,26.53459,95.91257,0.37,6.46,22.91,50.64,28.47,2274.3,24.94,2,327.8,0.005,0
NER_01394,Manipur,25.65909,93.75413,40.12,68.23,262.91,83.5,31.16,1210.6,3.86,5,28.3,0.9471,1
NER_01395,Mizoram,24.4065,92.57095,2.54,13.37,9.79,23.55,33.93,943.9,3.44,5,21.7,0.0222,0
NER_01396,Tripura (Jampui Hills),24.16818,91.90996,7.62,23.3,46.99,49.96,19.25,610.1,3.98,1,414.2,0.0071,0
NER_01397,Meghalaya,25.96075,91.6642,45.98,155.3,398.28,89.36,5.0,1899.1,15.3,1,484.9,0.8965,1
NER_01398,Arunachal Pradesh,26.54513,93.97669,2.18,3.14,18.79,27.33,31.92,3260.8,2.89,1,1256.0,0.0011,0
NER_01399,Assam (Barak/Dima Hasao),26.03019,93.55546,1.31,15.12,45.07,28.99,17.3,150.0,1.31,0,253.5,0.0015,0
NER_01400,Sikkim,28.06689,88.59393,4.4,12.33,11.73,38.59,31.55,2146.1,13.65,2,26.6,0.0087,0
NER_01401,Sikkim,27.94289,88.38613,29.39,55.22,114.37,62.98,45.24,2073.4,7.07,0,518.7,0.2369,0
NER_01402,Assam (Barak/Dima Hasao),25.55158,93.8903,4.54,4.54,9.66,30.89,9.06,1200.3,0.2,3,424.0,0.0011,0
NER_01403,Nagaland,25.34807,94.67979,1.92,10.6,49.43,24.98,35.04,1597.5,9.85,0,236.2,0.0036,0
NER_01404,Assam (Barak/Dima Hasao),24.87402,92.58184,6.25,150.99,612.07,98.0,42.22,2083.5,1.8,1,200.0,0.9997,1
NER_01405,Nagaland,26.85417,94.2022,43.38,161.75,378.48,92.01,32.84,1641.3,9.37,2,222.7,0.9963,1
NER_01406,Assam (Barak/Dima Hasao),26.03775,92.71782,2.28,6.46,34.91,54.24,32.4,721.1,10.05,5,1167.4,0.0187,0
NER_01407,Arunachal Pradesh,29.10201,97.02759,10.82,41.86,284.51,69.25,39.51,2484.1,25.4,0,103.0,0.3777,0
NER_01408,Sikkim,27.51884,88.70145,43.3,139.32,399.71,91.98,34.78,2089.3,2.06,0,134.3,0.9937,1
NER_01409,Manipur,24.04658,93.36504,6.7,13.39,29.11,21.41,15.5,718.6,8.04,1,164.0,0.0009,0
NER_01410,Meghalaya,25.9097,89.82092,2.78,210.1,465.33,96.52,35.38,919.6,8.96,2,114.1,0.9997,1
NER_01411,Manipur,24.20525,93.71147,20.68,165.5,367.59,98.0,17.11,1513.8,1.04,1,389.4,0.9879,1
NER_01412,Assam (Barak/Dima Hasao),25.73293,92.52789,21.33,206.18,647.66,98.0,28.28,175.0,3.53,1,292.9,0.9997,1
NER_01413,Arunachal Pradesh,26.66476,92.19264,51.87,59.47,110.35,60.57,23.56,2319.7,1.26,0,163.6,0.0857,0
NER_01414,Nagaland,26.80702,93.59743,28.68,79.93,494.8,98.0,43.14,992.5,9.5,2,501.9,0.9945,1
NER_01415,Assam (Barak/Dima Hasao),25.64096,93.63329,44.8,122.16,316.29,78.94,25.27,886.6,2.08,0,114.8,0.914,1
NER_01416,Assam (Barak/Dima Hasao),25.7776,93.06599,2.91,35.41,66.82,59.24,25.79,471.1,16.18,2,100.1,0.0389,0
NER_01417,Assam (Barak/Dima Hasao),25.16341,93.89108,41.46,70.53,252.16,75.81,34.32,150.0,7.04,1,799.5,0.5627,0
NER_01418,Meghalaya,25.22313,92.11129,20.09,141.63,399.64,92.66,48.3,913.1,3.2,0,66.7,0.9982,1
NER_01419,Sikkim,27.83867,88.73089,42.9,181.08,656.93,98.0,46.73,1921.1,3.87,0,386.3,0.9997,1
NER_01420,Tripura (Jampui Hills),23.96856,91.82201,36.57,101.46,250.07,67.99,23.83,673.2,4.94,0,173.3,0.5738,1
NER_01421,Sikkim,27.23816,88.43801,2.59,21.01,30.2,36.07,35.46,2099.2,0.2,0,146.0,0.0126,0
NER_01422,Sikkim,27.1782,88.15548,54.84,139.88,545.13,98.0,44.07,2159.9,9.25,1,39.9,0.9995,1
NER_01423,Assam (Barak/Dima Hasao),25.15094,92.5144,5.16,5.16,20.3,53.84,18.97,431.2,1.85,1,17.5,0.0071,0
NER_01424,Assam (Barak/Dima Hasao),25.76828,93.00139,44.26,216.58,558.92,98.0,37.43,1349.6,4.51,1,161.2,0.9997,1
NER_01425,Mizoram,22.35855,93.03271,27.14,202.7,580.11,98.0,27.75,1330.7,2.41,0,10.0,0.9997,1
NER_01426,Meghalaya,25.96129,90.78212,5.89,8.04,27.01,37.51,37.78,1063.3,2.38,0,53.3,0.0114,0
NER_01427,Tripura (Jampui Hills),24.21068,92.00656,3.81,6.49,50.7,50.11,29.52,1255.3,7.07,3,69.0,0.0287,0
NER_01428,Manipur,24.66534,93.37124,5.21,20.9,49.81,37.15,33.21,1191.1,23.02,0,27.3,0.0055,0
NER_01429,Tripura (Jampui Hills),23.60661,91.89863,0.26,10.1,33.21,26.15,20.97,369.7,17.17,1,85.3,0.0012,0
NER_01430,Assam (Barak/Dima Hasao),26.1375,92.51101,0.11,24.6,47.68,54.89,9.93,382.9,1.66,4,343.5,0.0148,0
NER_01431,Manipur,25.08936,93.48355,6.45,18.99,55.3,22.81,29.51,975.6,6.32,3,149.7,0.0098,0
NER_01432,Tripura (Jampui Hills),24.38709,91.8236,16.82,118.24,262.45,67.85,19.27,649.2,0.27,1,58.5,0.7652,0
NER_01433,Tripura (Jampui Hills),23.65991,91.96718,19.23,181.82,552.13,98.0,11.75,150.0,19.8,0,62.9,0.9948,1
NER_01434,Arunachal Pradesh,28.34735,95.17649,28.14,172.66,648.75,98.0,49.95,2570.3,9.6,0,232.0,0.9997,1
NER_01435,Meghalaya,25.84002,90.46663,5.17,17.96,27.15,48.84,31.02,1205.8,11.84,3,15.3,0.0293,0
NER_01436,Manipur,24.85063,93.5467,30.94,177.63,435.18,96.27,21.81,1627.3,2.46,2,220.7,0.9979,1
NER_01437,Sikkim,27.46057,88.44565,6.74,23.06,33.9,26.01,31.93,2512.4,16.39,0,197.2,0.0028,0
NER_01438,Manipur,25.26613,94.62741,13.93,143.8,189.36,71.45,31.6,151.5,17.1,0,10.0,0.8062,1
NER_01439,Mizoram,22.35061,93.34889,34.76,207.04,263.76,78.52,25.05,1205.0,1.34,1,263.9,0.9882,1
NER_01440,Arunachal Pradesh,27.35104,96.27729,4.99,7.12,47.0,46.43,41.04,2504.9,15.47,1,419.4,0.0141,0
NER_01441,Manipur,24.35963,93.44332,14.22,181.59,661.51,98.0,38.53,839.4,1.13,3,10.0,0.9997,1
NER_01442,Nagaland,25.36284,94.97144,8.25,153.33,611.45,98.0,51.68,2151.2,11.13,1,595.6,0.9997,1
NER_01443,Tripura (Jampui Hills),23.90149,91.84515,6.92,189.35,340.04,87.39,8.4,733.2,2.6,0,10.0,0.9725,1
NER_01444,Meghalaya,25.62736,90.34243,27.09,110.3,568.16,98.0,41.39,811.8,0.84,1,320.5,0.9989,1
NER_01445,Assam (Barak/Dima Hasao),25.15262,92.64404,0.66,0.66,34.26,45.96,35.61,402.8,17.68,1,148.8,0.0081,0
NER_01446,Nagaland,25.76773,93.56111,13.12,17.23,89.57,56.06,40.03,1590.3,0.9,1,65.4,0.1104,0
NER_01447,Nagaland,25.62797,94.8985,41.29,234.11,432.57,96.32,30.9,1070.8,19.94,1,37.6,0.9995,1
NER_01448,Manipur,25.64442,93.90309,39.63,39.63,150.78,71.68,29.43,1836.4,7.92,2,301.3,0.2232,0
NER_01449,Sikkim,27.47456,88.57064,20.97,140.59,330.02,81.69,38.72,2327.4,1.88,0,46.6,0.9876,1
NER_01450,Sikkim,27.18252,88.42054,29.95,191.76,383.44,93.93,30.82,2111.9,4.54,0,183.4,0.9975,1
NER_01451,Arunachal Pradesh,28.59841,95.76361,21.21,163.15,543.67,98.0,55.78,2196.7,1.51,2,77.4,0.9997,1
NER_01452,Arunachal Pradesh,28.71134,91.98092,6.37,13.33,21.16,52.68,37.3,2475.4,1.39,0,107.8,0.0255,0
NER_01453,Nagaland,26.005,94.34969,2.19,19.82,14.74,30.06,40.72,2126.7,17.02,2,23.8,0.0133,0
NER_01454,Sikkim,27.86687,88.54494,20.16,74.01,477.98,98.0,32.94,1868.5,14.25,1,36.1,0.9822,1
NER_01455,Mizoram,22.38129,92.77266,6.1,14.37,14.74,38.86,10.43,1175.3,10.1,2,12.8,0.0019,0
NER_01456,Manipur,24.36597,93.83462,3.89,23.29,8.61,21.3,30.49,1557.8,3.85,0,12.0,0.0034,0
NER_01457,Assam (Barak/Dima Hasao),24.95526,93.45912,20.76,174.46,525.41,98.0,30.25,150.0,5.14,1,34.8,0.9994,1
NER_01458,Arunachal Pradesh,27.18481,92.54078,1.59,5.14,52.04,34.36,41.48,2772.3,14.0,2,486.9,0.0108,0
NER_01459,Nagaland,25.70961,93.47699,1.57,7.19,54.92,26.25,30.51,1586.0,1.79,0,107.3,0.0042,0
NER_01460,Assam (Barak/Dima Hasao),25.5327,93.16725,4.39,80.77,391.43,91.06,6.32,1180.5,0.26,3,58.4,0.8909,1
NER_01461,Arunachal Pradesh,29.07504,92.10052,4.18,53.8,397.6,92.4,51.38,2524.0,0.72,3,241.7,0.9937,1
NER_01462,Mizoram,23.05777,92.51993,32.35,59.18,459.95,92.17,28.33,1880.3,1.47,0,139.8,0.9447,1
NER_01463,Arunachal Pradesh,29.12244,96.13627,29.33,169.85,277.68,80.93,46.83,2404.7,14.76,0,204.9,0.9901,1
NER_01464,Nagaland,25.31379,93.32297,6.84,181.93,332.49,84.35,46.68,1357.2,2.06,3,245.8,0.9992,1
NER_01465,Sikkim,27.91875,88.02925,6.97,160.7,375.45,84.47,31.5,2288.2,0.65,2,12.8,0.9966,1
NER_01466,Nagaland,25.69645,94.16837,3.31,21.96,15.38,36.36,28.06,1735.5,6.25,1,263.8,0.0058,0
NER_01467,Assam (Barak/Dima Hasao),25.85703,93.06579,5.97,12.99,48.99,39.99,41.24,357.3,12.19,1,88.1,0.021,0
NER_01468,Manipur,24.66034,94.66411,3.08,16.25,50.26,30.15,36.64,1767.4,0.2,1,101.8,0.016,0
NER_01469,Assam (Barak/Dima Hasao),25.85406,93.09977,27.6,70.27,112.44,55.29,22.72,843.0,9.79,1,615.8,0.0489,0
NER_01470,Tripura (Jampui Hills),24.20084,92.3326,6.21,22.78,38.54,41.5,22.28,1277.0,1.62,0,132.0,0.0059,0
NER_01471,Tripura (Jampui Hills),24.00809,92.10424,12.83,184.07,471.76,98.0,34.35,374.7,3.2,1,437.8,0.9992,1
NER_01472,Manipur,25.12311,94.24848,3.16,238.71,413.9,92.64,35.22,751.7,5.26,1,338.6,0.9997,1
NER_01473,Meghalaya,25.72502,89.97605,22.71,177.74,221.12,66.39,25.29,1092.9,11.59,2,196.9,0.93,1
NER_01474,Sikkim,27.83879,88.362,6.7,14.51,10.64,49.38,48.83,2989.6,9.02,3,160.9,0.095,1
NER_01475,Manipur,24.73202,94.01133,2.32,117.95,559.44,98.0,21.07,1272.7,17.2,0,407.8,0.9826,1
NER_01476,Manipur,24.56993,93.52549,2.18,2.18,46.26,30.59,35.9,1725.0,7.16,2,273.3,0.0085,0
NER_01477,Sikkim,27.12425,88.32291,12.06,91.5,363.87,83.12,40.7,1185.0,4.78,8,228.3,0.9975,1
NER_01478,Manipur,25.62132,93.4888,37.95,48.01,470.21,98.0,18.0,919.5,11.96,2,70.4,0.9133,1
NER_01479,Assam (Barak/Dima Hasao),25.46007,93.70405,47.78,213.68,481.15,98.0,13.94,1316.8,24.61,0,62.7,0.9959,1
NER_01480,Sikkim,27.11325,88.58544,2.33,2.33,0.09,47.11,37.75,2888.1,20.31,2,578.8,0.006,0
NER_01481,Sikkim,28.03061,88.87959,22.08,22.08,340.36,89.32,31.55,2376.4,4.73,0,10.0,0.7022,1
NER_01482,Manipur,24.94121,93.74631,0.75,0.75,51.04,38.07,20.33,1472.1,2.81,0,186.9,0.0023,0
NER_01483,Arunachal Pradesh,29.35423,92.6031,7.08,17.14,43.15,33.47,58.14,2258.9,0.74,1,10.0,0.1121,1
NER_01484,Tripura (Jampui Hills),23.90614,91.87946,50.91,185.42,294.27,78.14,9.86,150.0,14.69,0,32.0,0.8926,1
NER_01485,Nagaland,25.7051,93.71485,2.31,199.8,447.85,98.0,37.89,1129.5,8.42,2,101.6,0.9997,1
NER_01486,Manipur,24.36669,94.18373,1.46,11.46,14.92,51.83,41.23,812.4,0.2,0,651.0,0.017,0
NER_01487,Assam (Barak/Dima Hasao),25.95209,93.79758,6.06,6.06,19.09,51.2,30.56,1261.9,8.38,1,35.4,0.0122,0
NER_01488,Arunachal Pradesh,27.56458,95.69041,53.46,226.87,562.72,98.0,46.46,2179.7,0.66,1,144.8,0.9997,1
NER_01489,Nagaland,26.71272,95.00784,23.2,98.12,550.71,98.0,30.67,1441.7,16.59,1,1563.5,0.9612,1
NER_01490,Assam (Barak/Dima Hasao),24.85382,93.06453,27.68,145.83,430.96,98.0,28.88,150.0,28.09,1,220.1,0.988,1
NER_01491,Manipur,24.05629,93.0909,5.85,17.49,235.12,62.13,27.49,1644.6,3.91,0,132.2,0.1104,0
NER_01492,Manipur,24.15937,93.62055,40.9,180.88,566.88,98.0,33.98,689.0,17.64,2,430.3,0.9995,1
NER_01493,Arunachal Pradesh,28.75449,95.90882,17.96,221.18,446.4,98.0,48.02,2297.1,5.79,2,149.9,0.9997,1
NER_01494,Nagaland,26.81138,94.84489,3.55,237.98,449.09,98.0,45.98,1720.5,6.0,0,361.4,0.9997,1
NER_01495,Nagaland,25.73548,94.53951,5.22,23.91,18.3,27.94,29.5,1124.2,4.07,3,322.2,0.0095,0
NER_01496,Nagaland,26.51596,94.37164,9.02,158.0,432.61,91.68,35.91,1696.5,1.83,3,171.1,0.9991,1
NER_01497,Assam (Barak/Dima Hasao),25.21597,93.5392,1.87,3.78,31.12,49.11,17.9,442.4,2.82,0,242.6,0.0028,0
NER_01498,Tripura (Jampui Hills),24.49333,92.05686,45.85,225.98,679.06,98.0,7.93,773.8,22.96,1,242.2,0.9993,1
NER_01499,Sikkim,27.71394,88.77158,15.63,15.63,322.68,88.61,34.09,2322.5,0.2,1,113.3,0.7553,1
NER_01500,Tripura (Jampui Hills),23.65294,92.25869,8.39,226.36,477.2,98.0,16.29,1094.1,11.8,3,10.0,0.9995,1
NER_01501,Mizoram,24.40735,92.98798,28.31,59.2,165.5,66.62,17.58,1262.1,15.2,0,13.3,0.0745,0
NER_01502,Manipur,25.6354,93.2639,4.14,123.96,248.45,80.85,27.41,820.4,14.45,1,18.4,0.8801,1
NER_01503,Manipur,25.33969,94.53321,20.78,20.78,388.18,97.33,21.53,1819.3,2.7,2,378.2,0.7625,1
NER_01504,Meghalaya,25.9307,92.45456,5.5,15.75,58.65,49.87,20.41,1238.8,3.1,2,234.3,0.0128,0
NER_01505,Meghalaya,25.53499,90.51668,5.89,72.55,374.81,81.63,22.52,961.0,7.19,0,108.3,0.7659,0
NER_01506,Sikkim,27.37874,88.49015,21.38,195.17,401.75,91.21,50.92,2511.4,0.8,4,150.3,0.9997,1
NER_01507,Tripura (Jampui Hills),24.32126,91.80162,54.19,85.15,357.95,94.45,17.31,483.6,17.82,3,315.4,0.8736,0
NER_01508,Mizoram,23.47094,93.14615,41.14,188.01,563.24,98.0,24.59,1128.7,13.05,0,58.6,0.999,1
NER_01509,Assam (Barak/Dima Hasao),25.75829,92.89018,6.8,50.43,394.44,90.89,26.68,1400.0,8.63,1,10.0,0.8788,0
NER_01510,Nagaland,26.44569,94.64766,17.9,57.72,531.18,98.0,36.63,1760.0,2.16,2,35.4,0.9947,1
NER_01511,Sikkim,27.8383,88.75639,39.93,52.84,523.41,98.0,29.39,1726.7,26.81,1,1219.9,0.8233,1
NER_01512,Meghalaya,25.58677,91.96866,3.03,22.76,48.65,23.37,25.4,620.2,2.65,0,24.1,0.0036,0
NER_01513,Arunachal Pradesh,28.18263,93.55746,37.63,238.69,628.12,98.0,44.08,2317.7,8.59,0,266.9,0.9997,1
NER_01514,Tripura (Jampui Hills),24.17812,92.08563,5.43,21.59,40.73,24.82,21.45,962.9,2.61,1,299.5,0.0026,0
NER_01515,Mizoram,22.10781,93.10086,44.61,109.78,496.48,98.0,27.46,1038.3,13.85,1,326.6,0.9877,0
NER_01516,Manipur,25.45828,93.32364,30.33,183.53,246.69,79.42,20.96,1697.9,3.77,0,66.0,0.9568,1
NER_01517,Tripura (Jampui Hills),23.50594,92.34411,21.66,68.71,471.86,98.0,20.9,474.7,21.06,0,67.5,0.8899,1
NER_01518,Meghalaya,25.68228,91.0868,41.61,41.61,145.82,62.59,38.57,922.9,7.09,0,60.9,0.2131,0
NER_01519,Sikkim,27.66914,88.30507,36.41,67.03,147.49,54.79,40.17,1942.8,4.93,1,157.5,0.3733,1
NER_01520,Assam (Barak/Dima Hasao),24.85832,93.37259,2.06,23.36,39.7,29.57,21.39,725.3,15.9,1,622.9,0.0013,0
NER_01521,Manipur,23.88331,93.51449,8.4,140.42,454.2,94.76,16.51,909.4,9.46,4,63.8,0.9951,1
NER_01522,Mizoram,22.63682,93.20676,4.93,9.27,7.4,21.83,27.34,1126.3,31.44,0,45.9,0.0005,0
NER_01523,Assam (Barak/Dima Hasao),24.8169,93.85731,10.18,81.67,500.34,98.0,31.88,150.0,14.68,0,137.5,0.9791,1
NER_01524,Assam (Barak/Dima Hasao),24.82245,92.77544,15.98,15.98,244.53,72.9,25.0,612.8,5.61,0,117.3,0.1475,0
NER_01525,Meghalaya,25.38443,89.96191,32.06,147.91,316.33,81.88,29.07,886.1,3.74,0,90.0,0.9711,1
